Weekly Relative SST data starts week centered on 9Sept1981

                Nino1+2      Nino3      Nino34     Nino4
 Week             SSTA       SSTA       SSTA       SSTA
 10AUG2022        -0.5       -0.7       -1.2       -1.1
 17AUG2022        -0.9       -0.9       -1.2       -1.0
 24AUG2022        -0.6       -0.6       -1.1       -1.0
 31AUG2022        -0.5       -0.6       -1.0       -1.2
 07SEP2022        -0.9       -0.8       -1.1       -1.2
 14SEP2022        -0.9       -0.9       -1.1       -1.1
 21SEP2022        -1.1       -1.0       -1.1       -1.2
 28SEP2022        -1.9       -1.1       -1.0       -1.3
 05OCT2022        -1.7       -1.0       -0.9       -1.3
 12OCT2022        -2.2       -1.1       -1.0       -1.3
 19OCT2022        -1.6       -1.0       -1.0       -1.3
 26OCT2022        -1.9       -1.2       -1.1       -1.3
 02NOV2022        -1.9       -1.3       -1.2       -1.2
 09NOV2022        -1.5       -1.1       -1.2       -1.1
 16NOV2022        -1.4       -1.1       -1.0       -1.1
 23NOV2022        -1.8       -1.0       -1.0       -1.1
 30NOV2022        -0.5       -1.1       -1.2       -1.2
 07DEC2022        -0.7       -1.4       -1.3       -1.1
 14DEC2022        -0.1       -1.1       -1.1       -0.9
 21DEC2022        -0.2       -0.8       -1.0       -1.1
 28DEC2022        -0.4       -0.6       -0.8       -1.1
 04JAN2023        -1.0       -0.8       -1.0       -1.0
 11JAN2023        -0.4       -0.7       -0.9       -0.9
 18JAN2023        -0.6       -0.6       -0.9       -0.9
 25JAN2023        -0.4       -0.6       -0.9       -0.9
 01FEB2023         0.2       -0.5       -0.7       -0.7
 08FEB2023         0.8       -0.4       -0.8       -0.9
 15FEB2023         0.8       -0.3       -0.8       -0.9
 22FEB2023         0.4       -0.1       -0.5       -0.8
 01MAR2023         1.0       -0.1       -0.5       -0.6
 08MAR2023         1.4        0.2       -0.3       -0.5
 15MAR2023         1.2        0.3       -0.3       -0.6
 22MAR2023         1.8        0.1       -0.4       -0.5
 29MAR2023         1.6       -0.2       -0.4       -0.3
 05APR2023         2.2       -0.3       -0.5       -0.2
 12APR2023         2.3        0.0       -0.3       -0.3
 19APR2023         1.9        0.2       -0.2       -0.3
 26APR2023         1.8        0.2       -0.1       -0.2
 03MAY2023         2.3        0.4       -0.1       -0.3
 10MAY2023         1.9        0.4       -0.1       -0.3
 17MAY2023         1.3        0.3       -0.1       -0.3
 24MAY2023         1.5        0.3       -0.2       -0.2
 31MAY2023         1.9        0.6        0.3        0.1
 07JUN2023         2.2        0.7        0.4        0.2
 14JUN2023         2.3        0.7        0.4        0.2
 21JUN2023         2.4        0.9        0.5        0.1
 28JUN2023         2.5        1.0        0.5        0.1
 05JUL2023         2.8        1.0        0.5        0.1
 12JUL2023         2.8        1.1        0.5        0.1
 19JUL2023         2.8        1.2        0.5        0.2
 26JUL2023         2.4        1.2        0.6        0.3
 02AUG2023         2.8        1.2        0.4        0.1
 09AUG2023         2.8        1.2        0.5        0.2
 16AUG2023         2.7        1.3        0.6        0.3
 23AUG2023         2.5        1.4        0.7        0.4
 30AUG2023         2.7        1.6        0.9        0.4
 06SEP2023         2.3        1.4        0.8        0.3
 13SEP2023         2.1        1.6        0.9        0.5
 20SEP2023         2.3        1.6        1.0        0.5
 27SEP2023         2.3        1.5        0.9        0.5
 04OCT2023         2.1        1.4        0.9        0.6
 11OCT2023         1.9        1.5        1.0        0.7
 18OCT2023         1.9        1.5        1.0        0.7
 25OCT2023         1.9        1.6        1.1        0.6
 01NOV2023         1.8        1.6        1.3        0.8
 08NOV2023         1.8        1.5        1.2        0.8
 15NOV2023         1.4        1.5        1.3        0.8
 22NOV2023         1.7        1.6        1.5        0.9
 29NOV2023         1.5        1.4        1.4        1.0
 06DEC2023         1.0        1.4        1.4        0.8
 13DEC2023         1.2        1.5        1.4        0.7
 20DEC2023         0.6        1.5        1.4        0.6
 27DEC2023         0.2        1.5        1.3        0.6
 03JAN2024         0.0        1.3        1.2        0.6
 10JAN2024        -0.1        1.2        1.1        0.7
 17JAN2024        -0.1        1.2        1.0        0.7
 24JAN2024        -0.1        1.1        1.0        0.8
 31JAN2024         0.0        1.0        1.0        0.7
 07FEB2024         0.2        0.8        0.9        0.5
 14FEB2024         0.2        0.8        0.9        0.5
 21FEB2024         0.1        0.7        0.8        0.4
 28FEB2024         0.3        0.6        0.7        0.3
 06MAR2024         0.2        0.2        0.7        0.3
 13MAR2024        -0.2        0.2        0.5        0.2
 20MAR2024        -0.8        0.2        0.6        0.3
 27MAR2024        -1.0        0.3        0.4        0.1
 03APR2024        -0.9        0.4        0.6        0.2
 10APR2024        -0.7       -0.1        0.1       -0.1
 17APR2024        -1.3       -0.1        0.1        0.1
 24APR2024        -0.4       -0.1        0.0        0.0
 01MAY2024        -0.3       -0.5       -0.3        0.0
 08MAY2024        -1.0       -0.7       -0.5        0.1
 15MAY2024        -1.7       -0.9       -0.5        0.1
 22MAY2024        -1.8       -1.0       -0.5        0.2
 29MAY2024        -1.5       -1.1       -0.6        0.1
 05JUN2024        -1.3       -0.9       -0.5        0.1
 12JUN2024        -1.2       -0.8       -0.6        0.0
 19JUN2024        -1.5       -0.8       -0.3        0.0
 26JUN2024        -1.3       -0.8       -0.1        0.2
 03JUL2024        -0.6       -0.7       -0.3        0.0
 10JUL2024        -0.8       -0.7       -0.3        0.1
 17JUL2024        -1.1       -0.7       -0.4        0.1
 24JUL2024        -1.4       -0.6       -0.4       -0.1
 31JUL2024        -1.0       -0.8       -0.7       -0.3
 07AUG2024        -0.7       -0.6       -0.5        0.0
 14AUG2024        -0.7       -0.9       -0.6        0.1
 21AUG2024        -0.6       -0.8       -0.6        0.0
 28AUG2024        -0.9       -0.9       -0.7       -0.1
 04SEP2024        -0.8       -0.7       -0.6       -0.3
 11SEP2024        -0.5       -0.6       -0.7       -0.3
 18SEP2024        -0.7       -0.7       -0.9       -0.4
 25SEP2024        -1.4       -0.5       -0.8       -0.3
 02OCT2024        -1.1       -0.5       -0.9       -0.3
 09OCT2024        -1.0       -0.6       -1.0       -0.4
 16OCT2024        -0.7       -0.6       -0.9       -0.5
 23OCT2024        -0.8       -0.7       -1.0       -0.7
 30OCT2024        -1.1       -0.9       -0.9       -0.5
 06NOV2024        -0.7       -0.6       -0.9       -0.4
 13NOV2024        -0.2       -0.5       -0.6       -0.3
 20NOV2024         0.5       -0.4       -0.6       -0.4
 27NOV2024         0.1       -0.7       -0.6       -0.5
 04DEC2024        -0.3       -0.8       -0.7       -0.6
 11DEC2024        -0.4       -0.7       -0.9       -0.7
 18DEC2024        -0.5       -0.9       -1.2       -0.9
 25DEC2024        -0.5       -0.8       -1.4       -1.2
 01JAN2025        -0.3       -0.5       -1.2       -1.2
 08JAN2025        -0.3       -0.4       -1.2       -1.3
 15JAN2025        -0.8       -0.4       -1.1       -1.2
 22JAN2025        -0.9       -0.7       -1.4       -1.3
 29JAN2025        -1.1       -0.9       -1.3       -1.4
 05FEB2025        -0.2       -0.5       -1.1       -1.4
 12FEB2025         0.6       -0.5       -1.0       -1.3
 19FEB2025         0.4       -0.4       -0.9       -1.1
 26FEB2025         0.8       -0.1       -0.7       -1.1
 05MAR2025         1.2        0.2       -0.4       -1.1
 12MAR2025         1.1        0.4       -0.2       -1.1
 19MAR2025         0.7        0.0       -0.5       -1.0
 26MAR2025         0.8        0.0       -0.2       -0.8
 02APR2025         1.0       -0.1       -0.6       -0.7
 09APR2025         0.8       -0.1       -0.6       -0.8
 16APR2025         0.1       -0.3       -0.4       -0.7
 23APR2025        -0.5       -0.5       -0.4       -0.5
 30APR2025        -0.3       -0.5       -0.4       -0.5
 07MAY2025        -0.5       -0.5       -0.3       -0.5
 14MAY2025        -0.5       -0.7       -0.5       -0.4
 21MAY2025         0.2       -0.8       -0.6       -0.4
 28MAY2025         0.3       -0.7       -0.5       -0.3
 04JUN2025         0.2       -0.5       -0.4       -0.2
 11JUN2025         0.5       -0.3       -0.3       -0.1
 18JUN2025         0.5       -0.3       -0.2        0.1
 25JUN2025         0.0       -0.2       -0.2        0.0
 02JUL2025         0.2       -0.1       -0.2       -0.1
 09JUL2025         0.2        0.0       -0.2       -0.1
 16JUL2025         0.4       -0.3       -0.4       -0.3
 23JUL2025         0.2       -0.4       -0.6       -0.4
 30JUL2025         0.1       -0.5       -0.6       -0.4
 06AUG2025         0.3       -0.4       -0.6       -0.3
 13AUG2025         0.3       -0.4       -0.7       -0.4
 20AUG2025        -0.4       -0.7       -0.8       -0.4
 27AUG2025        -0.6       -0.9       -0.7       -0.4
 03SEP2025        -0.6       -0.8       -0.7       -0.5
 10SEP2025        -0.6       -0.9       -0.8       -0.7
 17SEP2025        -0.3       -0.7       -0.7       -0.6
 24SEP2025        -0.3       -0.6       -0.8       -0.6
 01OCT2025        -0.4       -0.6       -0.9       -0.7
 08OCT2025        -0.4       -0.4       -0.6       -0.7
 15OCT2025        -0.7       -0.8       -1.0       -0.6
 22OCT2025         0.1       -0.7       -0.9       -0.7
 29OCT2025        -0.1       -0.7       -0.9       -0.8
 05NOV2025        -0.3       -0.8       -0.9       -0.8
 12NOV2025        -0.8       -1.0       -1.0       -0.9
 19NOV2025        -0.6       -0.9       -1.0       -0.7
 26NOV2025        -0.1       -0.8       -1.0       -0.8
 03DEC2025        -0.4       -0.8       -0.8       -0.6
 10DEC2025        -0.5       -1.1       -1.0       -0.6
 17DEC2025        -0.7       -1.2       -1.0       -0.5
 24DEC2025        -0.5       -1.0       -1.0       -0.6
 31DEC2025        -1.1       -1.2       -0.9       -0.4
 07JAN2026        -1.0       -1.3       -1.0       -0.4
 14JAN2026        -0.6       -0.8       -1.0       -0.5
 21JAN2026        -0.5       -0.4       -0.7       -0.2
 28JAN2026        -0.2       -0.6       -0.8       -0.3
 04FEB2026         0.3       -0.5       -0.9       -0.4
 11FEB2026         0.5       -0.4       -0.6       -0.1
 18FEB2026         1.0       -0.4       -0.5        0.0
 25FEB2026         0.7       -0.5       -0.6       -0.1
 04MAR2026         0.7       -0.3       -0.7       -0.3
 11MAR2026         1.2        0.0       -0.6       -0.3
 18MAR2026         1.2       -0.2       -0.6       -0.1
 25MAR2026         0.9       -0.4       -0.3        0.2
 01APR2026         0.8       -0.3       -0.3        0.2
 08APR2026         1.1       -0.1       -0.2        0.3
 15APR2026         1.2        0.2        0.1        0.6
 22APR2026         0.9        0.3        0.2        0.5
 29APR2026         0.6        0.4        0.4        0.5
 06MAY2026         1.0        0.5        0.4        0.5
 13MAY2026         1.3        0.6        0.4        0.6
 20MAY2026         1.6        0.7        0.5        0.6
 27MAY2026         1.7        0.8        0.5        0.7
 03JUN2026         2.0        0.9        0.7        0.7
 10JUN2026         2.1        1.0        0.9        0.8
 17JUN2026         2.4        1.3        1.1        0.8
 24JUN2026         2.5        1.5        1.2        0.6
 01JUL2026         2.7        1.5        1.2        0.5
 08JUL2026         2.6        1.6        1.3        0.5
 15JUL2026         2.8        1.6        1.4        0.4
 22JUL2026         3.0        1.8        1.4        0.3
 29JUL2026         3.2        2.1        1.5        0.2
 05AUG2026         3.3        2.4        1.8        0.3
 12AUG2026         3.2        2.5        1.8        0.2
